customer_id,date,daily_energy_usage_kwh
MAC000322,2012-09-24,7.0589999999999975
MAC000322,2012-09-25,4.795000000000001
MAC000322,2012-09-26,4.488999999999999
MAC000322,2012-09-27,6.204
MAC000322,2012-09-28,4.029
MAC000322,2012-09-29,4.829999999999997
MAC000322,2012-09-30,4.647999999999999
MAC000322,2012-10-01,4.659000000000001
MAC000322,2012-10-02,4.91
MAC000322,2012-10-03,4.727
MAC000322,2012-10-04,7.113000000000001
MAC000322,2012-10-05,6.401000000000001
MAC000322,2012-10-06,5.646000000000001
MAC000322,2012-10-07,4.429000000000001
MAC000322,2012-10-08,4.533
MAC000322,2012-10-09,5.245000000000001
MAC000322,2012-10-10,5.147
MAC000322,2012-10-11,4.957
MAC000322,2012-10-12,5.407999999999998
MAC000322,2012-10-13,5.129
MAC000322,2012-10-14,6.693999999999998
MAC000322,2012-10-15,5.854000000000001
MAC000322,2012-10-16,5.7520000000000024
MAC000322,2012-10-17,5.342000000000001
MAC000322,2012-10-18,4.977000000000001
MAC000322,2012-10-19,5.47
MAC000322,2012-10-20,5.343000000000001
MAC000322,2012-10-21,5.796
MAC000322,2012-10-22,5.539
MAC000322,2012-10-23,6.078000000000001
MAC000322,2012-10-24,7.706
MAC000322,2012-10-25,6.0649999999999995
MAC000322,2012-10-26,5.876
MAC000322,2012-10-27,5.602
MAC000322,2012-10-28,6.278
MAC000322,2012-10-29,4.332
MAC000322,2012-10-30,7.117
MAC000322,2012-10-31,4.841
MAC000322,2012-11-01,4.572000000000001
MAC000322,2012-11-02,3.997
MAC000322,2012-11-03,4.44
MAC000322,2012-11-04,7.366999999999999
MAC000322,2012-11-05,5.007000000000002
MAC000322,2012-11-06,4.198999999999999
MAC000322,2012-11-07,5.543000000000002
MAC000322,2012-11-08,5.991000000000001
MAC000322,2012-11-09,5.179000000000003
MAC000322,2012-11-10,5.276
MAC000322,2012-11-11,5.324
MAC000322,2012-11-12,5.796999999999999
MAC000322,2012-11-13,5.356999999999998
MAC000322,2012-11-14,5.061999999999999
MAC000322,2012-11-15,5.1750000000000025
MAC000322,2012-11-16,5.683
MAC000322,2012-11-17,6.213
MAC000322,2012-11-18,5.156000000000001
MAC000322,2012-11-19,5.901000000000002
MAC000322,2012-11-20,4.541
MAC000322,2012-11-21,7.021
MAC000322,2012-11-22,5.252999999999998
MAC000322,2012-11-23,5.517000000000001
MAC000322,2012-11-24,5.746
MAC000322,2012-11-25,6.2059999999999995
MAC000322,2012-11-26,4.845
MAC000322,2012-11-27,3.773
MAC000322,2012-11-28,5.924
MAC000322,2012-11-29,6.031000000000001
MAC000322,2012-11-30,6.600000000000001
MAC000322,2012-12-01,4.787000000000001
MAC000322,2012-12-02,5.661999999999997
MAC000322,2012-12-03,5.894999999999999
MAC000322,2012-12-04,3.906000000000002
MAC000322,2012-12-05,4.761
MAC000322,2012-12-06,6.061000000000001
MAC000322,2012-12-07,5.224999999999999
MAC000322,2012-12-08,5.427000000000001
MAC000322,2012-12-09,6.946999999999999
MAC000322,2012-12-10,6.2399999999999975
MAC000322,2012-12-11,4.956999999999998
MAC000322,2012-12-12,5.506
MAC000322,2012-12-13,4.983
MAC000322,2012-12-14,5.876000000000001
MAC000322,2012-12-15,6.267999999999998
MAC000322,2012-12-16,5.764
MAC000322,2012-12-17,5.757000000000001
MAC000322,2012-12-18,5.981000000000001
MAC000322,2012-12-19,4.726999999999999
MAC000322,2012-12-20,5.545
MAC000322,2012-12-21,5.0150000000000015
MAC000322,2012-12-22,5.340000000000002
MAC000322,2012-12-23,5.093
MAC000322,2012-12-24,5.222
MAC000322,2012-12-25,2.3209999999999997
MAC000322,2012-12-26,2.2169999999999996
MAC000322,2012-12-27,3.914
MAC000322,2012-12-28,5.185999999999998
MAC000322,2012-12-29,5.141
MAC000322,2012-12-30,7.043000000000003
MAC000322,2012-12-31,4.9510000000000005
MAC000322,2013-01-01,4.925999999999999
MAC000322,2013-01-02,4.622999999999998
MAC000322,2013-01-03,6.025999999999998
MAC000322,2013-01-04,5.64
MAC000322,2013-01-05,5.927000000000001
MAC000322,2013-01-06,4.773
MAC000322,2013-01-07,5.423
MAC000322,2013-01-08,5.038000000000001
MAC000322,2013-01-09,5.978999999999999
MAC000322,2013-01-10,3.816
MAC000322,2013-01-11,7.013
MAC000322,2013-01-12,4.263999999999999
MAC000322,2013-01-13,5.373
MAC000322,2013-01-14,4.341
MAC000322,2013-01-15,4.93
MAC000322,2013-01-16,5.057
MAC000322,2013-01-17,6.5889999999999995
MAC000322,2013-01-18,4.451
MAC000322,2013-01-19,4.4
MAC000322,2013-01-20,5.450999999999999
MAC000322,2013-01-21,5.231
MAC000322,2013-01-22,4.417000000000001
MAC000322,2013-01-23,4.896999999999999
MAC000322,2013-01-24,4.912
MAC000322,2013-01-25,5.709000000000001
MAC000322,2013-01-26,4.041
MAC000322,2013-01-27,5.104
MAC000322,2013-01-28,4.368
MAC000322,2013-01-29,5.548
MAC000322,2013-01-30,4.512999999999999
MAC000322,2013-01-31,5.888
MAC000322,2013-02-01,5.497000000000001
MAC000322,2013-02-02,4.366
MAC000322,2013-02-03,4.703999999999999
MAC000322,2013-02-04,5.110999999999999
MAC000322,2013-02-05,6.110000000000002
MAC000322,2013-02-06,4.396000000000001
MAC000322,2013-02-07,5.6999999999999975
MAC000322,2013-02-08,5.629
MAC000322,2013-02-09,5.204999999999998
MAC000322,2013-02-10,5.940999999999999
MAC000322,2013-02-11,6.376
MAC000322,2013-02-12,4.535000000000001
MAC000322,2013-02-13,6.116999999999998
MAC000322,2013-02-14,5.329999999999999
MAC000322,2013-02-15,6.146000000000001
MAC000322,2013-02-16,4.811
MAC000322,2013-02-17,5.013000000000002
MAC000322,2013-02-18,4.107
MAC000322,2013-02-19,4.940999999999999
MAC000322,2013-02-20,4.424
MAC000322,2013-02-21,6.207000000000001
MAC000322,2013-02-22,4.146
MAC000322,2013-02-23,5.276
MAC000322,2013-02-24,5.705
MAC000322,2013-02-25,3.988
MAC000322,2013-02-26,4.865
MAC000322,2013-02-27,5.2780000000000005
MAC000322,2013-02-28,4.568999999999999
MAC000322,2013-03-01,5.075999999999999
MAC000322,2013-03-02,4.519000000000001
MAC000322,2013-03-03,5.315
MAC000322,2013-03-04,4.162
MAC000322,2013-03-05,5.231000000000001
MAC000322,2013-03-06,5.0969999999999995
MAC000322,2013-03-07,5.245000000000001
MAC000322,2013-03-08,5.476999999999997
MAC000322,2013-03-09,3.732
MAC000322,2013-03-10,4.728000000000001
MAC000322,2013-03-11,4.992
MAC000322,2013-03-12,5.943999999999998
MAC000322,2013-03-13,4.936000000000002
MAC000322,2013-03-14,5.929000000000001
MAC000322,2013-03-15,5.0150000000000015
MAC000322,2013-03-16,5.243999999999999
MAC000322,2013-03-17,6.014000000000001
MAC000322,2013-03-18,4.85
MAC000322,2013-03-19,5.178999999999999
MAC000322,2013-03-20,5.487999999999998
MAC000322,2013-03-21,4.003999999999999
MAC000322,2013-03-22,4.777999999999997
MAC000322,2013-03-23,4.716000000000001
MAC000322,2013-03-24,5.933000000000002
MAC000322,2013-03-25,5.074000000000001
MAC000322,2013-03-26,5.787000000000002
MAC000322,2013-03-27,4.793000000000001
MAC000322,2013-03-28,5.389000000000001
MAC000322,2013-03-29,5.314999999999999
MAC000322,2013-03-30,5.688
MAC000322,2013-03-31,3.484
MAC000322,2013-04-01,2.853
MAC000322,2013-04-02,4.989000000000002
MAC000322,2013-04-03,5.408
MAC000322,2013-04-04,5.037000000000001
MAC000322,2013-04-05,5.332000000000001
MAC000322,2013-04-06,4.234999999999999
MAC000322,2013-04-07,4.352
MAC000322,2013-04-08,4.8629999999999995
MAC000322,2013-04-09,4.121
MAC000322,2013-04-10,5.289999999999999
MAC000322,2013-04-11,4.661
MAC000322,2013-04-12,6.103999999999999
MAC000322,2013-04-13,5.275999999999999
MAC000322,2013-04-14,6.205
MAC000322,2013-04-15,4.019000000000001
MAC000322,2013-04-16,5.112
MAC000322,2013-04-17,5.514
MAC000322,2013-04-18,4.276999999999999
MAC000322,2013-04-19,4.966999999999999
MAC000322,2013-04-20,5.002000000000001
MAC000322,2013-04-21,4.827000000000001
MAC000322,2013-04-22,4.944999999999999
MAC000322,2013-04-23,4.581000000000001
MAC000322,2013-04-24,4.593999999999999
MAC000322,2013-04-25,5.797999999999999
MAC000322,2013-04-26,5.315999999999999
MAC000322,2013-04-27,5.629999999999998
MAC000322,2013-04-28,4.615
MAC000322,2013-04-29,4.340000000000002
MAC000322,2013-04-30,5.096
MAC000322,2013-05-01,4.182000000000001
MAC000322,2013-05-02,4.771
MAC000322,2013-05-03,4.261
MAC000322,2013-05-04,5.024999999999998
MAC000322,2013-05-05,4.615
MAC000322,2013-05-06,5.097
MAC000322,2013-05-07,4.069999999999999
MAC000322,2013-05-08,4.992
MAC000322,2013-05-09,4.4110000000000005
MAC000322,2013-05-10,4.515999999999999
MAC000322,2013-05-11,4.581
MAC000322,2013-05-12,6.016
MAC000322,2013-05-13,4.434
MAC000322,2013-05-14,4.523
MAC000322,2013-05-15,5.560999999999999
MAC000322,2013-05-16,5.039999999999998
MAC000322,2013-05-17,3.830000000000001
MAC000322,2013-05-18,5.375000000000002
MAC000322,2013-05-19,4.946999999999999
MAC000322,2013-05-20,3.656
MAC000322,2013-05-21,4.895000000000001
MAC000322,2013-05-22,4.579999999999999
MAC000322,2013-05-23,4.891000000000001
MAC000322,2013-05-24,4.013000000000001
MAC000322,2013-05-25,3.78
MAC000322,2013-05-26,3.2479999999999993
MAC000322,2013-05-27,4.333
MAC000322,2013-05-28,4.074999999999999
MAC000322,2013-05-29,5.5409999999999995
MAC000322,2013-05-30,4.772999999999999
MAC000322,2013-05-31,5.149
MAC000322,2013-06-01,5.165000000000001
MAC000322,2013-06-02,4.087
MAC000322,2013-06-03,5.680000000000001
MAC000322,2013-06-04,5.0840000000000005
MAC000322,2013-06-05,5.318000000000001
MAC000322,2013-06-06,4.960000000000001
MAC000322,2013-06-07,3.891999999999999
MAC000322,2013-06-08,4.9030000000000005
MAC000322,2013-06-09,5.937
MAC000322,2013-06-10,5.785999999999999
MAC000322,2013-06-11,5.042999999999999
MAC000322,2013-06-12,4.361
MAC000322,2013-06-13,4.186000000000001
MAC000322,2013-06-14,4.087
MAC000322,2013-06-15,5.433999999999999
MAC000322,2013-06-16,3.9509999999999983
MAC000322,2013-06-17,5.802000000000001
MAC000322,2013-06-18,3.965
MAC000322,2013-06-19,5.038
MAC000322,2013-06-20,5.228000000000001
MAC000322,2013-06-21,5.091
MAC000322,2013-06-22,5.327999999999999
MAC000322,2013-06-23,5.778
MAC000322,2013-06-24,5.063999999999999
MAC000322,2013-06-25,4.8549999999999995
MAC000322,2013-06-26,4.318
MAC000322,2013-06-27,5.026000000000001
MAC000322,2013-06-28,5.048999999999999
MAC000322,2013-06-29,4.458000000000002
MAC000322,2013-06-30,5.737
MAC000322,2013-07-01,5.469999999999998
MAC000322,2013-07-02,5.7959999999999985
MAC000322,2013-07-03,4.417000000000001
MAC000322,2013-07-04,5.783
MAC000322,2013-07-05,7.122999999999999
MAC000322,2013-07-06,3.676999999999999
MAC000322,2013-07-07,5.359999999999999
MAC000322,2013-07-08,4.022
MAC000322,2013-07-09,5.4140000000000015
MAC000322,2013-07-10,3.446000000000001
MAC000322,2013-07-11,4.958000000000001
MAC000322,2013-07-12,5.663
MAC000322,2013-07-13,3.588
MAC000322,2013-07-14,4.704000000000001
MAC000322,2013-07-15,5.753
MAC000322,2013-07-16,4.938999999999999
MAC000322,2013-07-17,4.768
MAC000322,2013-07-18,5.850999999999999
MAC000322,2013-07-19,5.129000000000001
MAC000322,2013-07-20,4.987000000000001
MAC000322,2013-07-21,5.577000000000001
MAC000322,2013-07-22,4.5649999999999995
MAC000322,2013-07-23,5.136000000000001
MAC000322,2013-07-24,5.169
MAC000322,2013-07-25,5.455
MAC000322,2013-07-26,5.1179999999999986
MAC000322,2013-07-27,6.261999999999999
MAC000322,2013-07-28,5.266
MAC000322,2013-07-29,4.605
MAC000322,2013-07-30,4.39
MAC000322,2013-07-31,5.1019999999999985
MAC000322,2013-08-01,5.484000000000001
MAC000322,2013-08-02,5.612000000000001
MAC000322,2013-08-03,4.745999999999999
MAC000322,2013-08-04,5.638
MAC000322,2013-08-05,4.827999999999999
MAC000322,2013-08-06,5.363
MAC000322,2013-08-07,4.218999999999999
MAC000322,2013-08-08,3.7169999999999983
MAC000322,2013-08-09,4.2
MAC000322,2013-08-10,4.731999999999998
MAC000322,2013-08-11,4.522
MAC000322,2013-08-12,5.226999999999999
MAC000322,2013-08-13,4.252
MAC000322,2013-08-14,4.855999999999999
MAC000322,2013-08-15,4.152
MAC000322,2013-08-16,5.178
MAC000322,2013-08-17,3.7970000000000006
MAC000322,2013-08-18,4.055
MAC000322,2013-08-19,5.3100000000000005
MAC000322,2013-08-20,4.0790000000000015
MAC000322,2013-08-21,4.786000000000001
MAC000322,2013-08-22,5.55
MAC000322,2013-08-23,5.590999999999999
MAC000322,2013-08-24,4.466000000000001
MAC000322,2013-08-25,6.926000000000003
MAC000322,2013-08-26,5.758999999999999
MAC000322,2013-08-27,3.743
MAC000322,2013-08-28,5.223999999999999
MAC000322,2013-08-29,5.162000000000001
MAC000322,2013-08-30,5.138
MAC000322,2013-08-31,4.302
MAC000322,2013-09-01,4.7299999999999995
MAC000322,2013-09-02,4.256999999999999
MAC000322,2013-09-03,4.395
MAC000322,2013-09-04,4.468
MAC000322,2013-09-05,4.709
MAC000322,2013-09-06,4.551000000000001
MAC000322,2013-09-07,4.194
MAC000322,2013-09-08,5.412
MAC000322,2013-09-09,4.382000000000001
MAC000322,2013-09-10,4.683
MAC000322,2013-09-11,4.532
MAC000322,2013-09-12,5.643000000000002
MAC000322,2013-09-13,5.332
MAC000322,2013-09-14,4.614
MAC000322,2013-09-15,4.607999999999999
MAC000322,2013-09-16,4.624999999999999
MAC000322,2013-09-17,4.482
MAC000322,2013-09-18,3.875
MAC000322,2013-09-19,4.92
MAC000322,2013-09-20,5.352999999999999
MAC000322,2013-09-21,5.7970000000000015
MAC000322,2013-09-22,5.071
MAC000322,2013-09-23,4.563000000000001
MAC000322,2013-09-24,4.606
MAC000322,2013-09-25,4.602999999999999
MAC000322,2013-09-26,4.2639999999999985
MAC000322,2013-09-27,5.244
MAC000322,2013-09-28,4.675000000000001
MAC000322,2013-09-29,4.5059999999999985
MAC000322,2013-09-30,4.8290000000000015
MAC000322,2013-10-01,3.619999999999999
MAC000322,2013-10-02,4.413
MAC000322,2013-10-03,4.874000000000001
MAC000322,2013-10-04,4.268000000000001
MAC000322,2013-10-05,4.364
MAC000322,2013-10-06,4.629
MAC000322,2013-10-07,5.182
MAC000322,2013-10-08,5.658
MAC000322,2013-10-09,4.622000000000001
MAC000322,2013-10-10,4.187999999999999
MAC000322,2013-10-11,5.902
MAC000322,2013-10-12,5.371
MAC000322,2013-10-13,5.038
MAC000322,2013-10-14,5.1800000000000015
MAC000322,2013-10-15,3.836
MAC000322,2013-10-16,3.5459999999999994
MAC000322,2013-10-17,5.066999999999999
MAC000322,2013-10-18,5.059000000000002
MAC000322,2013-10-19,3.408
MAC000322,2013-10-20,5.303
MAC000322,2013-10-21,4.492999999999999
MAC000322,2013-10-22,5.152
MAC000322,2013-10-23,5.651999999999999
MAC000322,2013-10-24,5.183999999999999
MAC000322,2013-10-25,5.932
MAC000322,2013-10-26,3.581
MAC000322,2013-10-27,5.497999999999998
MAC000322,2013-10-28,4.5440000000000005
MAC000322,2013-10-29,4.247
MAC000322,2013-10-30,4.825000000000001
MAC000322,2013-10-31,5.044
MAC000322,2013-11-01,4.974000000000001
MAC000322,2013-11-02,6.455
MAC000322,2013-11-03,5.925999999999998
MAC000322,2013-11-04,4.7200000000000015
MAC000322,2013-11-05,4.651
MAC000322,2013-11-06,4.254999999999999
MAC000322,2013-11-07,8.646999999999998
MAC000322,2013-11-08,5.579
MAC000322,2013-11-09,4.694
MAC000322,2013-11-10,4.459999999999999
MAC000322,2013-11-11,7.295000000000001
MAC000322,2013-11-12,4.315
MAC000322,2013-11-13,4.291
MAC000322,2013-11-14,6.441
MAC000322,2013-11-15,6.9990000000000006
MAC000322,2013-11-16,4.595999999999998
MAC000322,2013-11-17,5.261
MAC000322,2013-11-18,5.5760000000000005
MAC000322,2013-11-19,5.826
MAC000322,2013-11-20,5.990999999999999
MAC000322,2013-11-21,6.139
MAC000322,2013-11-22,4.397999999999999
MAC000322,2013-11-23,5.683999999999999
MAC000322,2013-11-24,5.911999999999999
MAC000322,2013-11-25,5.712
MAC000322,2013-11-26,5.022
MAC000322,2013-11-27,6.1190000000000015
MAC000322,2013-11-28,5.082
MAC000322,2013-11-29,4.797
MAC000322,2013-11-30,5.8320000000000025
MAC000322,2013-12-01,4.706
MAC000322,2013-12-02,5.263999999999999
MAC000322,2013-12-03,4.3580000000000005
MAC000322,2013-12-04,4.291999999999999
MAC000322,2013-12-05,3.771
MAC000322,2013-12-06,4.816000000000001
MAC000322,2013-12-07,4.442000000000001
MAC000322,2013-12-08,5.047999999999999
MAC000322,2013-12-09,3.976999999999999
MAC000322,2013-12-10,5.520999999999998
MAC000322,2013-12-11,4.245
MAC000322,2013-12-12,5.813
MAC000322,2013-12-13,4.525000000000001
MAC000322,2013-12-14,3.897
MAC000322,2013-12-15,6.824999999999998
MAC000322,2013-12-16,4.070999999999999
MAC000322,2013-12-17,5.059999999999998
MAC000322,2013-12-18,5.36
MAC000322,2013-12-19,5.7090000000000005
MAC000322,2013-12-20,4.410000000000001
MAC000322,2013-12-21,5.476
MAC000322,2013-12-22,5.4350000000000005
MAC000322,2013-12-23,4.655000000000001
MAC000322,2013-12-24,4.089000000000002
MAC000322,2013-12-25,2.203
MAC000322,2013-12-26,2.912
MAC000322,2013-12-27,4.398
MAC000322,2013-12-28,5.843
MAC000322,2013-12-29,4.924000000000001
MAC000322,2013-12-30,4.657000000000001
MAC000322,2013-12-31,5.365999999999998
MAC000322,2014-01-01,4.503
MAC000322,2014-01-02,4.566000000000001
MAC000322,2014-01-03,5.094999999999999
MAC000322,2014-01-04,4.808999999999999
MAC000322,2014-01-05,7.429000000000001
MAC000322,2014-01-06,3.59
MAC000322,2014-01-07,4.316000000000001
MAC000322,2014-01-08,5.213
MAC000322,2014-01-09,4.331000000000001
MAC000322,2014-01-10,6.085000000000001
MAC000322,2014-01-11,5.537000000000001
MAC000322,2014-01-12,5.053000000000001
MAC000322,2014-01-13,5.848000000000002
MAC000322,2014-01-14,4.841
MAC000322,2014-01-15,6.059000000000001
MAC000322,2014-01-16,4.88
MAC000322,2014-01-17,4.1129999999999995
MAC000322,2014-01-18,4.477999999999999
MAC000322,2014-01-19,5.171000000000001
MAC000322,2014-01-20,4.208
MAC000322,2014-01-21,6.212
MAC000322,2014-01-22,5.119000000000001
MAC000322,2014-01-23,5.185000000000001
MAC000322,2014-01-24,4.355999999999999
MAC000322,2014-01-25,4.652000000000001
MAC000322,2014-01-26,4.2780000000000005
MAC000322,2014-01-27,5.705999999999999
MAC000322,2014-01-28,3.4890000000000003
MAC000322,2014-01-29,5.067
MAC000322,2014-01-30,4.849
MAC000322,2014-01-31,5.247
MAC000322,2014-02-01,4.646000000000001
MAC000322,2014-02-02,6.428999999999999
MAC000322,2014-02-03,4.115000000000001
MAC000322,2014-02-04,4.933999999999999
MAC000322,2014-02-05,4.146
MAC000322,2014-02-06,5.139
MAC000322,2014-02-07,3.7950000000000017
MAC000322,2014-02-08,5.343
MAC000322,2014-02-09,4.043
MAC000322,2014-02-10,5.292
MAC000322,2014-02-11,6.310000000000002
MAC000322,2014-02-12,6.297
MAC000322,2014-02-13,4.16
MAC000322,2014-02-14,4.050000000000001
MAC000322,2014-02-15,4.653
